date,dewPoint,3-day_avg_dewPoint,humidity,3-day_avg_humidity,maxTemp,3-day_avg_maxTemp,minTemp,3-day_avg_minTemp,precipType
2014-11-27,22.05,15.31,0.66,0.4,39.65,50.25,26.64,29.92,rain
2014-11-28,19.46,16.67,0.55,0.46,61,47.85,24.41,29.92,rain
2014-11-29,20.91,17.64,0.68,0.5,38.07,50.16,25,28.73,snow
2014-11-30,22.5,20.6,0.85,0.62,30.46,45.78,23,25.1,snow
2014-12-01,20.29,20.75,0.75,0.69,35.2,42.74,21,23.9,snow
2014-12-02,20.74,21.02,0.74,0.75,35.03,34.23,21.91,22.77,snow
2014-12-03,20.5,20.96,0.7,0.77,35.08,33.23,24.66,21.75,snow
2014-12-04,19.56,20.3,0.68,0.72,36.75,34.75,21,22.3,snow
2014-12-05,19.72,20.06,0.67,0.7,40.5,35.26,22.69,22.3,snow
2014-12-06,17.73,19.73,0.64,0.68,34.91,37.07,22.44,22.56,snow
2014-12-07,18.3,18.81,0.7,0.66,34.15,37.01,19.58,21.82,snow
2014-12-08,-8.6,18.4,0.2,0.66,46,36.15,25,21.35,rain
2014-12-09,14.84,9.05,0.72,0.51,28,37.97,17.17,22.12,snow
2014-12-10,15.54,8.1,0.84,0.53,25,35.69,14,20.38,snow
2014-12-11,11.76,7.19,0.84,0.58,20.34,32.67,10,18.54,snow
2014-12-12,11.98,13.91,0.81,0.79,20.53,24.2,14,13.59,snow
2014-12-13,10.92,12.96,0.75,0.82,29.3,21.74,8.12,12.54,snow
2014-12-14,10.86,11.44,0.78,0.79,23.27,23.16,11.55,10.6,snow
2014-12-15,10.78,11.14,0.8,0.77,22.36,24.12,10,11.11,snow
2014-12-16,7.98,10.74,0.71,0.77,27,24.73,7,9.79,snow
2014-12-17,8.18,9.77,0.66,0.76,28,23.97,8.77,9.42,snow
2014-12-18,9.64,8.89,0.66,0.72,30.13,25.53,10.17,8.5,snow
2014-12-19,9.24,8.51,0.66,0.67,27,28.09,11.1,8.56,snow
2014-12-20,9.4,8.93,0.64,0.65,28.95,28.09,12.64,9.91,snow
2014-12-21,9.16,9.33,0.58,0.65,32,28.41,14.92,11.19,snow
2014-12-22,10.08,9.17,0.58,0.62,32,29.02,14.92,12.76,snow
2014-12-23,9.47,9.45,0.57,0.59,32.17,30.67,16.01,14.02,snow
2014-12-24,8.65,9.47,0.58,0.57,32.45,31.74,13.1,15.13,snow
2014-12-25,8.76,9.31,0.56,0.57,32.35,31.88,12.47,14.53,snow
2014-12-26,10.96,8.87,0.51,0.56,45.49,32,16.96,13.72,snow
2014-12-27,8.52,9.36,0.5,0.54,36,36.4,16.65,14.03,snow
2014-12-28,7.88,9.32,0.49,0.52,39,37.57,12.88,15.21,snow
2014-12-29,8.68,9.03,0.49,0.5,38.05,39.76,16.22,15.34,snow
2014-12-30,9.55,8.28,0.52,0.49,35.37,37.31,16.55,15.1,snow
2014-12-31,9.88,8.62,0.52,0.5,36.16,37.1,15.7,15.06,snow
2015-01-01,8.88,9.28,0.52,0.5,36.44,36.16,15.02,16,snow
2015-01-02,8.74,9.34,0.53,0.51,34.15,35.63,14.64,15.6,snow
2015-01-03,9.45,9.08,0.53,0.52,37,35.23,13.92,14.97,snow
2015-01-04,9.23,8.93,0.49,0.52,35.95,35.5,21,14.38,snow
2015-01-05,8.19,9.05,0.52,0.51,28.66,35.34,18.85,16.35,snow
2015-01-06,8.33,8.87,0.49,0.51,38.27,33.53,16.62,17.74,snow
2015-01-07,8.26,8.5,0.47,0.5,41,33.95,18,18.64,snow
2015-01-08,8.23,8.18,0.46,0.49,39.59,35.62,17.76,17.65,snow
2015-01-09,8.74,8.19,0.48,0.47,38.67,39.22,15.16,17.29,snow
2015-01-10,9.45,8.33,0.47,0.47,41,39.36,16.71,16.8,snow
2015-01-11,9.28,8.72,0.46,0.47,38.22,39.36,18.09,16.38,snow
2015-01-12,9.37,9.07,0.45,0.47,41.13,38.9,17,16.49,snow
2015-01-13,14.16,9.27,0.51,0.46,37.2,39.72,23.77,17.09,snow
2015-01-14,18.81,10.83,0.56,0.47,39.66,38.46,27.86,19.42,snow
2015-01-15,20.69,13.97,0.62,0.5,43.61,38.94,21.62,22.65,rain
2015-01-16,15.15,17.71,0.57,0.56,39.91,39.76,21,24.17,snow
2015-01-17,13.57,18.03,0.55,0.58,39.62,40.65,20.81,23.26,snow
2015-01-18,13.33,16.31,0.54,0.57,39.76,40.64,18.1,20.93,snow
2015-01-19,12.3,13.88,0.5,0.55,40.98,39.37,20.09,19.77,snow
2015-01-20,10.81,12.94,0.49,0.52,38.53,39.72,19.97,19.47,snow
2015-01-21,10.92,12.03,0.48,0.5,42.08,39.36,19.47,19.19,snow
2015-01-22,9.97,11.23,0.46,0.49,36,40.12,24.54,19.64,snow
2015-01-23,8.59,10.46,0.46,0.47,41,38.48,16.86,21.11,snow
2015-01-24,6.72,9.73,0.45,0.46,36,39.3,17.14,20.09,snow
2015-01-25,7.06,8.34,0.4,0.45,40.05,37.29,19,19.32,snow
2015-01-26,12.66,7.38,0.58,0.43,29.38,38.63,22.73,17.49,snow
2015-01-27,16.34,8.73,0.71,0.47,29,34.79,21,19.43,snow
2015-01-28,19.66,11.9,0.83,0.56,29.67,32.48,19.35,20.7,snow
2015-01-29,19.74,16.06,0.89,0.7,27,29.06,19.74,20.82,snow
2015-01-30,17.26,18.39,0.83,0.8,27.92,28.27,15.01,19.83,snow
2015-01-31,18.14,18.7,0.84,0.84,27.89,27.91,19.75,17.85,snow
2015-02-01,18.26,18.2,0.84,0.84,28.2,27.33,18.28,17.99,snow
2015-02-02,19.72,17.71,0.81,0.83,31.05,27.72,19.15,17.5,snow
2015-02-03,20.47,18.52,0.88,0.82,27.45,28.76,19,18.87,snow
2015-02-04,19.27,19.29,0.82,0.83,27,28.61,21,18.62,snow
2015-02-05,18.83,19.62,0.78,0.83,29.62,28.22,22.68,19.52,snow
2015-02-06,18.59,19.33,0.73,0.82,30.52,27.74,23,20.68,snow
2015-02-07,19.3,18.71,0.74,0.77,32,28.76,23,22,snow
2015-02-08,17.9,18.72,0.69,0.74,34,30.41,21,22.66,snow
2015-02-09,17.63,18.41,0.66,0.71,40.49,31.85,16.56,22.11,snow
2015-02-10,19.98,18.09,0.67,0.69,40.87,35.14,20.41,19.98,snow
2015-02-11,20.77,18.32,0.66,0.67,43.6,38.07,21,19.13,snow
2015-02-12,21.06,19.27,0.6,0.66,47.13,41.24,22.96,19.13,rain
2015-02-13,15.82,20.4,0.44,0.64,56.57,43.43,28.96,21.24,rain
2015-02-14,11.24,19.02,0.29,0.56,53.9,48.61,36.72,24.06,rain
2015-02-15,16.78,15.88,0.43,0.44,47.97,52.01,29.52,29.25,rain
2015-02-16,17.33,14.47,0.43,0.38,47.38,52.29,29.82,31.42,rain
2015-02-17,17.93,14.97,0.43,0.38,49.55,49.25,30.27,31.7,rain
2015-02-18,18.87,17.17,0.41,0.43,52,47.82,32.9,29.57,rain
2015-02-19,16.03,17.86,0.38,0.42,48,49.15,30.94,30.69,rain
2015-02-20,15.78,17.43,0.38,0.4,51.24,49.35,31.32,31.06,rain
2015-02-21,14.97,16.72,0.36,0.39,52,49.91,30.96,31.4,rain
2015-02-22,16.42,15.44,0.36,0.37,54,49.91,31.86,30.76,rain
2015-02-23,18.43,15.57,0.39,0.36,54.11,51.89,31.24,31.07,rain
2015-02-24,19.01,16.44,0.39,0.37,53.82,52.84,33.2,31.04,rain
2015-02-25,19.44,17.77,0.42,0.38,46.32,53.44,35.65,31.78,rain
2015-02-26,25.11,18.77,0.63,0.4,45.5,50.9,33.79,33.03,rain
2015-02-27,28.62,20.97,0.71,0.48,44.25,48.06,34,33.87,rain
2015-02-28,23.26,24.15,0.54,0.58,48,44.9,34.59,34.14,rain
2015-03-01,21.13,25.41,0.5,0.62,49.69,45.46,30.31,33.79,rain
2015-03-02,21.74,24.09,0.47,0.58,48.53,46.84,36.4,32.64,rain
2015-03-03,21.19,21.82,0.46,0.5,50.45,48.25,32,33.43,rain
2015-03-04,20.98,21.14,0.41,0.47,51.21,49.06,37,32.57,rain
2015-03-05,17.49,21.09,0.36,0.44,53.99,49.56,33.68,34.78,rain
2015-03-06,20.73,19.69,0.38,0.41,57.15,51.36,36.38,33.88,rain
2015-03-07,18.62,19.54,0.33,0.38,59.12,53.58,36.71,35.33,rain
2015-03-08,14.28,18.76,0.27,0.35,55.4,56.19,41.83,35.23,rain
2015-03-09,12.83,17.7,0.27,0.32,55.08,56.65,38.52,37.92,rain
2015-03-10,8.39,15.09,0.22,0.29,55.84,55.97,38.24,38.63,rain
2015-03-11,9.73,11.72,0.22,0.25,56.45,54.89,38.25,39.13,rain
2015-03-12,6.71,10.21,0.18,0.23,68,55.23,40.86,37.95,rain
2015-03-13,15.17,8.19,0.31,0.2,50.17,59.5,39,38.73,rain
2015-03-14,15.94,10.43,0.3,0.23,55.99,57.62,37,38.98,rain
2015-03-15,18.77,12.48,0.3,0.26,63,57.47,38.08,38.56,rain
2015-03-16,13.64,16.46,0.25,0.3,66,55.82,42.26,37.65,rain
2015-03-17,13.34,15.96,0.22,0.28,60.97,61.05,43,38.72,rain
2015-03-18,7.79,15.1,0.16,0.25,65.09,62.69,44.43,40.7,rain
2015-03-19,4.87,11.47,0.14,0.21,64.05,63.38,43.09,42.8,rain
2015-03-20,8.57,8.58,0.19,0.17,61.74,62.74,39.55,43.07,rain
2015-03-21,12.11,7.01,0.18,0.16,69.21,62.99,43.92,41.93,rain
2015-03-22,14.32,8.43,0.19,0.17,69.78,64.35,45.71,41.76,rain
2015-03-23,14.6,11.55,0.21,0.18,66.61,66.24,44.96,42.63,rain
2015-03-24,15.72,13.54,0.2,0.19,68.03,67.85,48.63,44.41,rain
2015-03-25,8.71,14.73,0.13,0.2,73.47,67.46,52,45.97,rain
2015-03-26,18.67,12.88,0.21,0.18,70.91,68.68,47.73,48.04,rain
2015-03-27,15.2,14.22,0.18,0.18,72.57,70.1,51,48.96,rain
2015-03-28,22.72,14.05,0.26,0.17,67.28,71.59,50.04,49.74,rain
2015-03-29,23.24,18.67,0.26,0.21,68,69.55,52,49.09,rain
2015-03-30,23.26,20.18,0.28,0.23,66.37,68.59,48.05,50.5,rain
2015-03-31,12.84,22.84,0.17,0.26,68.44,66.54,50,49.53,rain
2015-04-01,21.36,19.58,0.26,0.23,68.8,66.93,48.6,49.52,rain
2015-04-02,14.15,18.96,0.2,0.23,70.22,67.19,50,48.39,rain
2015-04-03,14.55,15.96,0.19,0.21,64,68.46,48,49.04,rain
2015-04-04,26.61,16.52,0.36,0.21,59.75,67,48,48.38,rain
2015-04-05,27.01,18.25,0.35,0.25,65.53,64.01,45,48.18,rain
2015-04-06,24.46,22.5,0.28,0.3,69.05,62.46,45.89,46.53,rain
2015-04-07,22.43,25.77,0.24,0.33,70.13,64.13,47.73,45.83,rain
2015-04-08,21.5,24.39,0.23,0.29,71.67,67.55,51.22,45.74,rain
2015-04-09,35.28,22.57,0.48,0.25,64.25,69.58,48,47.8,rain
2015-04-10,29.6,26.14,0.33,0.31,69.71,68,53.05,48.49,rain
2015-04-11,24.87,28.51,0.27,0.34,72.01,67.86,49.52,50.25,rain
2015-04-12,21.73,29.62,0.21,0.36,72.45,67.97,54.12,49.69,rain
2015-04-13,21.67,25.15,0.21,0.27,76.2,70.68,48.63,51.71,rain
2015-04-14,26.67,22.53,0.24,0.23,81.44,72.82,49.21,50.25,rain
2015-04-15,30.13,23.12,0.24,0.22,81.29,75.93,54.44,50.15,rain
2015-04-16,18.58,25.9,0.18,0.23,73.74,78.85,61,50.25,rain
2015-04-17,13.36,24.88,0.14,0.22,72.78,78.04,53.79,54.33,rain
2015-04-18,21.35,20.48,0.22,0.18,70.23,75.18,51.24,55.85,rain
2015-04-19,34.73,17.59,0.43,0.18,65.7,71.53,52,54.79,rain
2015-04-20,40.65,22.92,0.6,0.26,63.15,68.87,48,51.82,rain
2015-04-21,29.77,31.92,0.34,0.41,73.49,65.7,49.25,49.91,rain
2015-04-22,17.36,34.7,0.17,0.45,77.76,66.77,53.14,49.25,rain
2015-04-23,22.57,28.97,0.21,0.37,80.24,70.75,50.55,49.63,rain
2015-04-24,23.53,23,0.19,0.24,82.09,76.39,52.76,50.47,rain
2015-04-25,25.6,20.94,0.2,0.19,82.95,79.23,54.16,51.63,rain
2015-04-26,24.14,23.66,0.19,0.2,86.03,80.94,53.68,51.97,rain
2015-04-27,13.46,24.18,0.13,0.19,77,82.85,63,53,rain
2015-04-28,3.97,20.86,0.09,0.17,78.26,81.17,57.62,56.38,rain
2015-04-29,28.67,13.72,0.27,0.14,71.96,79.63,56.5,57.52,rain
2015-04-30,30.99,15.21,0.27,0.16,74.29,74.98,58.26,58.45,rain
2015-05-01,34.02,21,0.33,0.21,72.29,74.09,59,56.89,rain
2015-05-02,31.6,30.91,0.32,0.29,72.01,72.12,55.45,57.34,rain
2015-05-03,23.06,31.88,0.21,0.3,77.15,72.13,51.14,56.99,rain
2015-05-04,28.64,29.26,0.25,0.28,81,73.08,51.17,54.64,rain
2015-05-05,24.52,27.49,0.17,0.26,86.63,75.95,59.79,52.06,rain
2015-05-06,21.79,25.15,0.15,0.21,88,80.78,62.77,53.49,rain
2015-05-07,29.29,24.73,0.17,0.19,86.89,84.36,67.08,57.33,rain
2015-05-08,35.62,24.95,0.22,0.16,90.3,86.3,62.69,62.58,rain
2015-05-09,35.71,28.61,0.22,0.18,91.82,87.51,62.67,63.54,rain
2015-05-10,37.63,33.2,0.24,0.2,82.48,88.77,72,63.51,rain
2015-05-11,35.85,35.96,0.24,0.22,82.06,87.32,72.84,65.13,rain
2015-05-12,36.59,36.03,0.25,0.23,82,84.6,67.65,68.48,rain
2015-05-13,45.58,36.32,0.44,0.24,73.93,81.36,63,70.12,rain
2015-05-14,29.96,38.95,0.2,0.31,86,78.54,65.28,67.15,rain
2015-05-15,39.6,37,0.3,0.29,86,79.84,59.88,64.66,rain
2015-05-16,37.32,38,0.26,0.31,88,81.16,61.54,62.09,rain
2015-05-17,35.36,35.27,0.25,0.25,82.8,85.8,64.64,61.61,rain
2015-05-18,21.08,37.05,0.16,0.27,86,84.74,65.37,61.4,rain
2015-05-19,16.57,30.94,0.13,0.22,86,84.74,57.43,63.21,rain
2015-05-20,32.9,24.09,0.24,0.18,82,84.08,62.82,61.86,rain
2015-05-21,41.16,23.28,0.37,0.17,81,83.82,61,61.25,rain
2015-05-22,36.37,29.91,0.29,0.24,84.05,82.17,61.33,59.81,rain
2015-05-23,28.44,36.44,0.21,0.3,80.53,81.53,64,61.1,rain
2015-05-24,32.39,34.97,0.26,0.29,82,81.04,63,61.49,rain
2015-05-25,31.46,32.08,0.36,0.25,79,81.37,53.84,62.15,rain
2015-05-26,39.07,30.46,0.43,0.27,73,79.7,53.35,59.68,rain
2015-05-27,31.76,33.96,0.28,0.35,80.54,77.22,53.78,56.16,rain
2015-05-28,34.14,33.76,0.27,0.35,81.91,76.74,58.68,53.12,rain
2015-05-29,40.23,34.64,0.36,0.32,79.87,77.7,61,54.72,rain
2015-05-30,48.19,35.02,0.53,0.3,81,79.97,57,57.24,rain
2015-05-31,30.22,40.44,0.24,0.38,82.3,80.12,61.6,58.3,rain
2015-06-01,25.36,39.15,0.17,0.37,86,80.25,63.05,59.27,rain
2015-06-02,35.26,34.24,0.28,0.31,79,82.27,63.84,59.94,rain
2015-06-03,37.12,29.98,0.31,0.23,81,81.61,58.68,62.2,rain
2015-06-04,36.6,32.25,0.27,0.25,83.87,81.18,60.68,61.24,rain
2015-06-05,34.54,35.96,0.23,0.28,88,80.48,61.7,60.46,rain
2015-06-06,30.77,35.73,0.17,0.27,91.03,83.45,67.68,59.75,rain
2015-06-07,30.96,33.63,0.18,0.22,91.78,86.76,68.27,62.72,rain
2015-06-08,32.83,31.77,0.18,0.19,95,89.37,67.93,65.22,rain
2015-06-09,23.49,31.2,0.14,0.17,91.53,91.68,69.75,67.28,rain
2015-06-10,21.99,28.8,0.15,0.17,82,91.84,66,67.96,rain
2015-06-11,40.93,25.84,0.33,0.16,82,88.61,61.87,67.21,rain
2015-06-12,40.85,28.52,0.31,0.2,86.62,84.32,62.47,65.21,rain
2015-06-13,36.57,34.24,0.24,0.26,88,82.7,67.99,62.81,rain
2015-06-14,35.96,39.06,0.24,0.29,90,84.68,64,63.47,rain
2015-06-15,27.92,37.42,0.17,0.26,88,87.32,70.46,64.17,rain
2015-06-16,22.28,33.15,0.14,0.21,86,87.78,66.75,66.81,rain
2015-06-17,38.32,28.43,0.29,0.18,82.21,87.12,62.99,66.4,rain
2015-06-18,38.8,29.21,0.28,0.2,86.14,84.55,63.34,66.07,rain
2015-06-19,40.26,32.8,0.26,0.23,90.58,83.94,65,63.72,rain
2015-06-20,38.26,38.74,0.23,0.27,90.14,85.45,71.78,63.14,rain
2015-06-21,36.9,38.72,0.24,0.25,86.16,88.06,69.96,66.04,rain
2015-06-22,40.74,38.09,0.31,0.24,86,88.07,62.43,68.22,rain
2015-06-23,43.37,38.25,0.33,0.26,86.88,86.56,64.78,67.38,rain
2015-06-24,50.34,39.93,0.54,0.29,71.22,85.48,64,65.07,rain
2015-06-25,54.93,44.37,0.81,0.39,64.67,80.55,57,63.1,rain
2015-06-26,55.32,49.05,0.72,0.55,75.15,73.51,57.96,61.31,rain
2015-06-27,54.93,52.99,0.61,0.68,80.68,69.64,59.79,59.06,rain
2015-06-28,47.97,54.51,0.39,0.71,87.05,72.77,61.72,57.67,rain
2015-06-29,43.21,52.21,0.27,0.57,91,80.15,67.8,59.23,rain
2015-06-30,48.43,48.22,0.37,0.42,86,85.38,70,62.47,rain
2015-07-01,50.7,46.07,0.43,0.34,86,87.14,66.63,65.84,rain
2015-07-02,49.83,46.97,0.4,0.35,88,86.79,65.67,67.46,rain
2015-07-03,46.54,49.16,0.33,0.4,93,85.8,65.84,66.76,rain
2015-07-04,46.95,48.53,0.3,0.38,95.28,88.11,67.69,65.39,rain
2015-07-05,34.81,47.3,0.19,0.34,98.69,91.17,72.27,65.74,rain
2015-07-06,36.1,42.34,0.18,0.27,91,94.7,73.92,67.91,rain
2015-07-07,41.86,38.89,0.24,0.22,91,94.04,75,70.58,rain
2015-07-08,46.76,37.21,0.3,0.2,90,92.63,73.95,72.99,rain
2015-07-09,48.26,41.16,0.31,0.24,92.04,89.76,74.26,73.55,rain
2015-07-10,52.25,45.17,0.44,0.28,84.53,90.1,67.78,73.66,rain
2015-07-11,33.87,48.6,0.19,0.35,95,87.97,67.21,71.28,rain
2015-07-12,43.41,44.35,0.27,0.31,93,89.62,66.48,69.05,rain
2015-07-13,41.75,42.74,0.23,0.3,97,89.93,71.35,66.49,rain
2015-07-14,43.47,39.28,0.23,0.23,99.45,94.05,73.71,67.66,rain
2015-07-15,42.18,42.45,0.21,0.24,98.2,95.52,75.05,69.81,rain
2015-07-16,40.5,42.04,0.2,0.22,99.15,97.23,71.79,72.64,rain
2015-07-17,38.76,41.63,0.2,0.21,100.62,97.94,71.72,72.78,rain
2015-07-18,37.69,40.08,0.18,0.2,101.12,98.33,70.79,72.12,rain
2015-07-19,41.81,38.59,0.19,0.19,101.27,99.29,78.85,70.72,rain
2015-07-20,42.97,39.03,0.21,0.19,96.39,99.99,80.11,73.05,rain
2015-07-21,43.98,40.42,0.21,0.19,98.24,98.6,82.19,75.82,rain
2015-07-22,42.55,42.49,0.21,0.2,97,97.65,78.99,79.58,rain
2015-07-23,44.07,42.74,0.22,0.21,98.53,96.24,79.92,79.63,rain
2015-07-24,40.1,43.1,0.2,0.21,100,96.94,74.09,79.56,rain
2015-07-25,37.79,41.82,0.17,0.21,101.13,97.52,74.66,76.89,rain
2015-07-26,43.19,40.25,0.2,0.19,97.42,98.89,80.18,75.46,rain
2015-07-27,47.4,39.96,0.26,0.19,91,98.52,82.34,75.55,rain
2015-07-28,50.76,42.37,0.32,0.21,94.04,95.55,77,78.27,rain
2015-07-29,54.14,46.65,0.43,0.26,91.86,93.21,70,79.04,rain
2015-07-30,47.97,50.26,0.3,0.33,94.07,91.38,74.24,75.68,rain
2015-07-31,55.17,50.45,0.46,0.35,82.36,92.39,72,73.01,rain
2015-08-01,57.26,51.9,0.53,0.39,84.88,88.54,70,71.36,rain
2015-08-02,55.62,52.93,0.48,0.43,85.79,86.23,72,71.36,rain
2015-08-03,53.83,55.46,0.41,0.49,86,83.5,73.77,70.62,rain
2015-08-04,54.53,55.01,0.41,0.47,90,84.7,73,71.2,rain
2015-08-05,53.63,54.11,0.4,0.43,88.46,86.39,73.78,72.19,rain
2015-08-06,52.57,53.46,0.38,0.4,89.55,87.27,71.3,72.78,rain
2015-08-07,55.03,53.04,0.44,0.39,86,88.44,72,71.97,rain
2015-08-08,55.79,53.21,0.48,0.4,88,87.12,70,71.64,rain
2015-08-09,48.65,53.92,0.35,0.43,90,86.97,69.76,70.39,rain
2015-08-10,55.57,52.63,0.58,0.42,81,87.12,68,69.88,rain
2015-08-11,53.25,52.8,0.54,0.47,86,85.47,64,68.56,rain
2015-08-12,50.21,51.97,0.43,0.49,86,84.81,63.55,66.58,rain
2015-08-13,51.29,52.48,0.41,0.51,87.08,83.49,64.93,64.53,rain
2015-08-14,41.59,51.07,0.28,0.46,91,85.5,68.36,63.52,rain
2015-08-15,28.57,47.22,0.16,0.37,91,87.15,67.4,64.96,rain
2015-08-16,37.74,40.08,0.27,0.28,82,88.8,68.57,66.23,rain
2015-08-17,40.23,35.61,0.27,0.23,86.92,87.12,68.89,67.43,rain
2015-08-18,41.81,35.16,0.29,0.23,90.92,85.77,64.47,67.6,rain
2015-08-19,40.21,39.53,0.26,0.27,92.07,85.75,65.71,66.64,rain
2015-08-20,39.21,40.34,0.24,0.27,91.45,89.07,65.1,65.69,rain
2015-08-21,42.55,40.01,0.28,0.26,91.89,90.57,66.01,64.44,rain
2015-08-22,39.33,40.25,0.23,0.26,91.06,90.89,69.07,64.95,rain
2015-08-23,36.31,39.96,0.21,0.25,90,90.55,74.24,66.06,rain
2015-08-24,40.98,39,0.27,0.24,86,90.07,72.09,69.08,rain
2015-08-25,46.38,38.48,0.37,0.23,84.78,88.13,66,71.08,rain
2015-08-26,40.68,40.81,0.29,0.28,88.29,86.06,64.9,70.07,rain
2015-08-27,34.11,42.25,0.21,0.31,88.79,85.49,67.7,66.99,rain
2015-08-28,47.29,39.99,0.41,0.29,82.95,86.41,64,65.54,rain
2015-08-29,35.28,40.29,0.25,0.3,86,85.81,67.06,64.88,rain
2015-08-30,44.25,38.5,0.37,0.29,81,85.05,65.29,65.59,rain
2015-08-31,51.81,41.85,0.69,0.34,68,82.48,58.72,64.8,rain
2015-09-01,49,43.34,0.58,0.43,81,77.55,52.79,63.05,rain
2015-09-02,48.33,47.87,0.5,0.54,79,75.9,56.13,58.34,rain
2015-09-03,49.22,49.22,0.47,0.58,79,75.24,62.77,55.32,rain
2015-09-04,47.27,48.36,0.41,0.51,84,78.87,62,56.66,rain
2015-09-05,49.37,47.79,0.49,0.46,75,79.86,63,59.7,rain
2015-09-06,49.9,48.13,0.52,0.45,77,78.54,61.37,61.96,rain
2015-09-07,42.28,48.36,0.41,0.47,77,77.88,61.41,61.5,rain
2015-09-08,46.39,46.71,0.56,0.47,70.16,75.57,55.16,61.31,rain
2015-09-09,47.16,45.73,0.54,0.49,76.35,73.97,53.64,58.72,rain
2015-09-10,46.37,44.82,0.47,0.5,75.43,73.76,57.85,56.17,rain
2015-09-11,46.06,46.17,0.47,0.52,75.29,73.24,59.52,54.99,rain
2015-09-12,44.91,46.06,0.43,0.49,80.24,74.93,57.98,56.43,rain
